ID_Individual	Sex	Mother	Father	Expr1004	Inbreeding	Cohort	Date	Calendar_year	X_Position	Y_Position	Age	Weight	Tail_Length	Body_Length
CN06-001	Female	0	0	2005	0	2005	25/05/2006	2006	65	85	A	34	54	NA
CN06-001	Female	0	0	2005	0	2005	14/06/2006	2006	75	85	A	34	NA	NA
CN06-001	Female	0	0	2005	0	2005	14/06/2006	2006	85	75	A	34	NA	NA
CN06-002	Male	0	0	2004	0	2004	25/05/2006	2006	65	95	A	37	53	NA
CN06-002	Male	0	0	2004	0	2004	14/06/2006	2006	55	135	A	40	53	NA
CN06-002	Male	0	0	2004	0	2004	15/06/2006	2006	45	115	A	36	56	NA
CN06-002	Male	0	0	2004	0	2004	06/07/2006	2006	125	105	A	NA	NA	NA
CN06-002	Male	0	0	2004	0	2004	17/08/2006	2006	155	135	A	43	NA	NA
CN06-003	Female	CN06-013	CN05-M3	2005	0	2005	25/05/2006	2006	55	105	A	30	50	NA
CN06-004	Female	0	0	2005	0	2005	25/05/2006	2006	65	65	A	35	51	NA
CN06-004	Female	0	0	2005	0	2005	14/06/2006	2006	55	85	A	NA	NA	NA
CN06-004	Female	0	0	2005	0	2005	06/07/2006	2006	65	65	A	48	NA	NA
CN06-004	Female	0	0	2005	0	2005	08/08/2006	2006	45	65	A	53	NA	NA
CN06-004	Female	0	0	2005	0	2005	09/08/2006	2006	65	75	A	50	NA	NA
CN06-004	Female	0	0	2005	0	2005	18/08/2006	2006	55	85	A	46	NA	NA
CN06-004	Female	0	0	2005	0	2005	13/09/2006	2006	75	85	A	51	NA	NA
CN06-004	Female	0	0	2005	0	2005	21/09/2006	2006	65	75	A	54	NA	NA
CN06-004	Female	0	0	2005	0	2005	22/09/2006	2006	55	65	A	51	NA	NA
CN06-005	Male	0	0	2005	0	2005	26/05/2006	2006	65	85	A	45	49	NA
CN06-005	Male	0	0	2005	0	2005	14/06/2006	2006	85	115	A	46	55	NA
CN06-005	Male	0	0	2005	0	2005	15/06/2006	2006	75	105	A	50	NA	NA
CN06-005	Male	0	0	2005	0	2005	05/07/2006	2006	115	85	A	52	NA	NA
CN06-005	Male	0	0	2005	0	2005	06/07/2006	2006	125	65	A	51	NA	NA
CN06-005	Male	0	0	2005	0	2005	19/07/2006	2006	155	45	A	53	NA	NA
CN06-005	Male	0	0	2005	0	2005	08/08/2006	2006	145	35	A	51	NA	NA
CN06-005	Male	0	0	2005	0	2005	09/08/2006	2006	135	75	A	46	NA	NA
CN06-005	Male	0	0	2005	0	2005	16/08/2006	2006	145	85	A	49	NA	NA
CN06-005	Male	0	0	2005	0	2005	18/08/2006	2006	145	85	A	49	NA	NA
CN06-005	Male	0	0	2005	0	2005	01/09/2006	2006	165	55	A	50	NA	NA
CN06-006	Male	0	0	2005	0	2005	26/05/2006	2006	95	75	A	35	54	NA
CN06-006	Male	0	0	2005	0	2005	15/06/2006	2006	95	75	A	42	46	NA
CN06-007	Female	0	0	2004	0	2004	14/06/2006	2006	85	105	A	38	54	NA
CN06-007	Female	0	0	2004	0	2004	15/06/2006	2006	85	105	A	37	NA	NA
CN06-007	Female	0	0	2004	0	2004	17/08/2006	2006	95	85	A	37	58	NA
CN06-007	Female	0	0	2004	0	2004	18/08/2006	2006	75	85	A	40	NA	NA
CN06-007	Female	0	0	2004	0	2004	12/09/2006	2006	75	95	A	41	NA	NA
CN06-007	Female	0	0	2004	0	2004	13/09/2006	2006	75	95	A	40	NA	NA
CN06-007	Female	0	0	2004	0	2004	21/09/2006	2006	85	75	A	40	NA	NA
CN06-007	Female	0	0	2004	0	2004	22/09/2006	2006	85	75	A	35	NA	NA
CN06-007	Female	0	0	2004	0	2004	12/06/2007	2007	85	65	A	44	59	119
CN06-007	Female	0	0	2004	0	2004	13/06/2007	2007	65	95	A	44	62	117
CN06-007	Female	0	0	2004	0	2004	19/06/2007	2007	85	65	A	48	62	119
CN06-007	Female	0	0	2004	0	2004	17/07/2007	2007	105	75	A	52	61	110
CN06-007	Female	0	0	2004	0	2004	18/07/2007	2007	85	85	A	59	NA	NA
CN06-007	Female	0	0	2004	0	2004	14/08/2007	2007	95	75	A	46	64	118
CN06-007	Female	0	0	2004	0	2004	15/08/2007	2007	85	105	A	56	69	113
CN06-010	Male	0	0	2005	0	2005	14/06/2006	2006	45	135	A	52	56	NA
CN06-010	Male	0	0	2005	0	2005	14/06/2006	2006	45	115	A	53	57	NA
CN06-011	Female	CN06-013	CN05-M3	2005	0	2005	14/06/2006	2006	35	135	A	31	52	NA
CN06-011	Female	CN06-013	CN05-M3	2005	0	2005	16/08/2006	2006	45	105	A	35	NA	NA
CN06-011	Female	CN06-013	CN05-M3	2005	0	2005	17/08/2006	2006	45	105	A	40	NA	NA
CN06-011	Female	CN06-013	CN05-M3	2005	0	2005	18/08/2006	2006	45	105	A	NA	NA	NA
CN06-012	Female	0	0	2005	0	2005	14/06/2006	2006	55	115	A	41	53	NA
CN06-012	Female	0	0	2005	0	2005	14/06/2006	2006	65	115	A	41	NA	NA
CN06-013	Female	0	0	2004	0	2004	14/06/2006	2006	35	95	A	39	58	NA
CN06-014	Female	0	0	2005	0	2005	14/06/2006	2006	25	85	A	40	51	NA
CN06-014	Female	0	0	2005	0	2005	06/07/2006	2006	45	65	A	39	NA	NA
CN06-015	Male	0	0	2005	0	2005	14/06/2006	2006	45	85	A	47	57	NA
CN06-015	Male	0	0	2005	0	2005	08/08/2006	2006	55	75	A	49	58	NA
CN06-015	Male	0	0	2005	0	2005	17/08/2006	2006	45	125	A	41	56	NA
CN06-017	Male	0	0	2005	0	2005	14/06/2006	2006	65	105	A	42	52	NA
CN06-017	Male	0	0	2005	0	2005	15/06/2006	2006	65	95	A	43	NA	NA
CN06-017	Male	0	0	2005	0	2005	06/07/2006	2006	95	55	A	47	56	NA
CN06-017	Male	0	0	2005	0	2005	08/08/2006	2006	115	55	A	42	NA	NA
CN06-017	Male	0	0	2005	0	2005	09/08/2006	2006	115	65	A	35	52.5	NA
CN06-018	Male	0	0	2005	0	2005	14/06/2006	2006	35	85	A	42	53	NA
CN06-018	Male	0	0	2005	0	2005	15/06/2006	2006	35	85	A	41	NA	NA
CN06-018	Male	0	0	2005	0	2005	06/07/2006	2006	45	75	A	37	NA	NA
CN06-018	Male	0	0	2005	0	2005	08/08/2006	2006	35	65	A	NA	NA	NA
CN06-018	Male	0	0	2005	0	2005	09/08/2006	2006	25	65	A	NA	NA	NA
CN06-018	Male	0	0	2005	0	2005	16/08/2006	2006	45	95	A	42	NA	NA
CN06-018	Male	0	0	2005	0	2005	17/08/2006	2006	35	95	A	38	NA	NA
CN06-018	Male	0	0	2005	0	2005	18/08/2006	2006	35	95	A	35	NA	NA
CN06-021	Female	0	0	2005	0	2005	15/06/2006	2006	95	95	A	40	30	NA
CN06-021	Female	0	0	2005	0	2005	06/07/2006	2006	115	85	A	NA	NA	NA
CN06-021	Female	0	0	2005	0	2005	08/08/2006	2006	95	65	A	44	30	NA
CN06-021	Female	0	0	2005	0	2005	09/08/2006	2006	95	65	A	40	30	NA
CN06-021	Female	0	0	2005	0	2005	17/08/2006	2006	125	85	A	44	NA	NA
CN06-021	Female	0	0	2005	0	2005	18/08/2006	2006	105	95	A	42	NA	NA
CN06-023	Female	CN06-013	CN05-M3	2005	0	2005	15/06/2006	2006	55	135	A	36	52	NA
CN06-023	Female	CN06-013	CN05-M3	2005	0	2005	18/08/2006	2006	55	125	A	38	NA	NA
CN06-023	Female	CN06-013	CN05-M3	2005	0	2005	12/09/2006	2006	45	115	A	37	NA	NA
CN06-023	Female	CN06-013	CN05-M3	2005	0	2005	13/09/2006	2006	55	115	A	40	NA	NA
CN06-024	Female	0	0	2005	0	2005	15/06/2006	2006	35	135	A	38	56	NA
CN06-024	Female	0	0	2005	0	2005	17/08/2006	2006	45	145	A	39	NA	NA
CN06-025	Female	0	0	2005	0	2005	04/07/2006	2006	195	105	A	49	64	NA
CN06-025	Female	0	0	2005	0	2005	19/07/2006	2006	205	75	A	47	64	NA
CN06-025	Female	0	0	2005	0	2005	16/08/2006	2006	195	85	A	42	NA	NA
CN06-025	Female	0	0	2005	0	2005	31/08/2006	2006	195	75	A	40	NA	NA
CN06-025	Female	0	0	2005	0	2005	01/09/2006	2006	195	75	A	41	NA	NA
CN06-025	Female	0	0	2005	0	2005	21/09/2006	2006	205	125	A	40	NA	NA
CN06-025	Female	0	0	2005	0	2005	22/09/2006	2006	195	115	A	40	NA	NA
CN06-025	Female	0	0	2005	0	2005	13/06/2007	2007	205	115	A	40	59	121
CN06-025	Female	0	0	2005	0	2005	20/06/2007	2007	195	105	A	41	63	125
CN06-025	Female	0	0	2005	0	2005	18/07/2007	2007	195	115	A	39	64	126
CN06-025	Female	0	0	2005	0	2005	08/09/2007	2007	195	115	A	33	71	124
CN06-027	Male	0	0	2005	0	2005	05/07/2006	2006	205	115	A	46	60	NA
CN06-027	Male	0	0	2005	0	2005	18/07/2006	2006	225	75	A	NA	NA	NA
CN06-027	Male	0	0	2005	0	2005	19/07/2006	2006	165	65	A	41	NA	NA
CN06-027	Male	0	0	2005	0	2005	17/08/2006	2006	205	115	A	45	NA	NA
CN06-027	Male	0	0	2005	0	2005	18/08/2006	2006	205	85	A	43	NA	NA
CN06-027	Male	0	0	2005	0	2005	31/08/2006	2006	195	65	A	43	NA	NA
CN06-027	Male	0	0	2005	0	2005	31/08/2006	2006	215	45	A	NA	NA	NA
CN06-027	Male	0	0	2005	0	2005	01/09/2006	2006	205	75	A	40	NA	NA
CN06-027	Male	0	0	2005	0	2005	21/09/2006	2006	205	85	A	44	NA	NA
CN06-027	Male	0	0	2005	0	2005	22/09/2006	2006	205	75	A	40	NA	NA
CN06-027	Male	0	0	2005	0	2005	27/09/2006	2006	215	35	A	46	NA	NA
CN06-027	Male	0	0	2005	0	2005	12/06/2007	2007	145	55	A	45	60	118
CN06-027	Male	0	0	2005	0	2005	13/06/2007	2007	165	85	A	46	58	121
CN06-027	Male	0	0	2005	0	2005	19/06/2007	2007	155	55	A	46	56	119
CN06-027	Male	0	0	2005	0	2005	20/06/2007	2007	145	85	A	47	61	122
CN06-027	Male	0	0	2005	0	2005	17/07/2007	2007	115	55	A	46	68	118
CN06-027	Male	0	0	2005	0	2005	18/07/2007	2007	145	95	A	47	63	116
CN06-027	Male	0	0	2005	0	2005	14/08/2007	2007	155	65	A	49	64	119
CN06-027	Male	0	0	2005	0	2005	15/08/2007	2007	155	85	A	48	60	116
CN06-028	Female	CN06-025	CN06-M9	2006	0	2006	05/07/2006	2006	215	105	J	19	46	NA
CN06-033	Female	0	0	2005	0	2005	18/07/2006	2006	255	135	A	41	55	NA
CN06-033	Female	0	0	2005	0	2005	19/07/2006	2006	255	145	A	42	NA	NA
CN06-033	Female	0	0	2005	0	2005	20/07/2006	2006	285	75	A	41	NA	NA
CN06-033	Female	0	0	2005	0	2005	21/07/2006	2006	285	75	A	NA	NA	NA
CN06-033	Female	0	0	2005	0	2005	23/08/2006	2006	255	135	A	38	NA	NA
CN06-033	Female	0	0	2005	0	2005	24/08/2006	2006	265	115	A	35	NA	NA
CN06-033	Female	0	0	2005	0	2005	31/08/2006	2006	275	75	A	37	NA	NA
CN06-033	Female	0	0	2005	0	2005	01/09/2006	2006	285	65	A	36	NA	NA
CN06-033	Female	0	0	2005	0	2005	27/09/2006	2006	275	95	A	37	NA	NA
CN06-033	Female	0	0	2005	0	2005	03/10/2006	2006	285	125	A	NA	NA	NA
CN06-034	Female	0	0	2005	0	2005	18/07/2006	2006	265	125	A	36	54	NA
CN06-034	Female	0	0	2005	0	2005	20/07/2006	2006	315	125	A	38	NA	NA
CN06-034	Female	0	0	2005	0	2005	21/07/2006	2006	315	95	A	34	NA	NA
CN06-034	Female	0	0	2005	0	2005	23/08/2006	2006	285	115	A	34	NA	NA
CN06-035	Female	0	0	2005	0	2005	18/07/2006	2006	275	95	A	49	54	NA
CN06-035	Female	0	0	2005	0	2005	19/07/2006	2006	275	85	A	45	NA	NA
CN06-035	Female	0	0	2005	0	2005	20/07/2006	2006	285	85	A	46	NA	NA
CN06-035	Female	0	0	2005	0	2005	21/07/2006	2006	295	65	A	47	NA	NA
CN06-036	Female	0	0	2005	0	2005	18/07/2006	2006	235	25	A	37	62	NA
CN06-036	Female	0	0	2005	0	2005	19/07/2006	2006	235	25	A	34	58	NA
CN06-036	Female	0	0	2005	0	2005	01/09/2006	2006	225	15	A	37	NA	NA
CN06-036	Female	0	0	2005	0	2005	27/09/2006	2006	215	25	A	38	NA	NA
CN06-036	Female	0	0	2005	0	2005	19/06/2007	2007	225	15	A	42	60	117
CN06-036	Female	0	0	2005	0	2005	17/07/2007	2007	225	15	A	51	64	112
CN06-036	Female	0	0	2005	0	2005	14/08/2007	2007	235	25	A	38	62	118
CN06-036	Female	0	0	2005	0	2005	13/09/2007	2007	235	15	A	44	59	113
CN06-036	Female	0	0	2005	0	2005	10/06/2008	2008	225	15	A	40	56	117
CN06-036	Female	0	0	2005	0	2005	29/07/2008	2008	235	25	A	42	64	117
CN06-037	Male	0	0	2005	0	2005	18/07/2006	2006	245	55	A	45	54	NA
CN06-037	Male	0	0	2005	0	2005	19/07/2006	2006	225	55	A	46	NA	NA
CN06-037	Male	0	0	2005	0	2005	20/07/2006	2006	305	115	A	NA	NA	NA
CN06-037	Male	0	0	2005	0	2005	21/07/2006	2006	285	125	A	50	NA	NA
CN06-037	Male	0	0	2005	0	2005	08/08/2006	2006	385	165	A	49	NA	NA
CN06-037	Male	0	0	2005	0	2005	08/08/2006	2006	385	145	A	49	NA	NA
CN06-037	Male	0	0	2005	0	2005	09/08/2006	2006	385	145	A	45	NA	NA
CN06-037	Male	0	0	2005	0	2005	10/08/2006	2006	385	195	A	44	NA	NA
CN06-037	Male	0	0	2005	0	2005	11/08/2006	2006	425	185	A	42	NA	NA
CN06-037	Male	0	0	2005	0	2005	17/08/2006	2006	205	85	A	46	NA	NA
CN06-038	Female	0	0	2005	0	2005	18/07/2006	2006	225	55	A	51	61	NA
CN06-038	Female	0	0	2005	0	2005	19/07/2006	2006	225	75	A	50	NA	NA
CN06-039	Female	0	0	2005	0	2005	18/07/2006	2006	235	65	A	52	64	NA
CN06-039	Female	0	0	2005	0	2005	19/07/2006	2006	235	65	A	38	NA	NA
CN06-039	Female	0	0	2005	0	2005	18/08/2006	2006	215	85	A	40	NA	NA
CN06-039	Female	0	0	2005	0	2005	31/08/2006	2006	225	35	A	37	NA	NA
CN06-039	Female	0	0	2005	0	2005	01/09/2006	2006	225	35	A	34	NA	NA
CN06-039	Female	0	0	2005	0	2005	22/09/2006	2006	215	55	A	39	NA	NA
CN06-039	Female	0	0	2005	0	2005	26/09/2006	2006	225	35	A	43	NA	NA
CN06-039	Female	0	0	2005	0	2005	27/09/2006	2006	225	35	A	39	NA	NA
CN06-039	Female	0	0	2005	0	2005	12/06/2007	2007	225	65	A	43	64	124
CN06-039	Female	0	0	2005	0	2005	19/06/2007	2007	225	55	A	43	64	123
CN06-040	Female	0	0	2005	0	2005	18/07/2006	2006	165	65	A	36	52	NA
CN06-040	Female	0	0	2005	0	2005	19/07/2006	2006	175	65	A	38	60	NA
CN06-040	Female	0	0	2005	0	2005	08/08/2006	2006	155	25	A	37	NA	NA
CN06-040	Female	0	0	2005	0	2005	09/08/2006	2006	155	45	A	36	NA	NA
CN06-040	Female	0	0	2005	0	2005	31/08/2006	2006	175	65	A	37	NA	NA
CN06-040	Female	0	0	2005	0	2005	01/09/2006	2006	165	35	A	36	NA	NA
CN06-041	Female	CN06-062	CN06-055	2006	0	2006	18/07/2006	2006	275	45	J	20	36	NA
CN06-041	Female	CN06-062	CN06-055	2006	0	2006	20/07/2006	2006	285	45	J	20	NA	NA
CN06-042	Male	0	0	2005	0	2005	18/07/2006	2006	275	95	A	38	54	NA
CN06-042	Male	0	0	2005	0	2005	19/07/2006	2006	255	135	A	38	NA	NA
CN06-042	Male	0	0	2005	0	2005	20/07/2006	2006	345	115	A	37	NA	NA
CN06-042	Male	0	0	2005	0	2005	21/07/2006	2006	285	85	A	39	NA	NA
CN06-042	Male	0	0	2005	0	2005	10/08/2006	2006	325	175	A	NA	NA	NA
CN06-042	Male	0	0	2005	0	2005	11/08/2006	2006	325	175	A	38	NA	NA
CN06-042	Male	0	0	2005	0	2005	23/08/2006	2006	275	95	A	37	NA	NA
CN06-042	Male	0	0	2005	0	2005	23/08/2006	2006	325	115	A	40	NA	NA
CN06-042	Male	0	0	2005	0	2005	24/08/2006	2006	285	115	A	37	NA	NA
CN06-042	Male	0	0	2005	0	2005	24/08/2006	2006	305	95	A	NA	NA	NA
CN06-042	Male	0	0	2005	0	2005	31/08/2006	2006	295	75	A	35	NA	NA
CN06-042	Male	0	0	2005	0	2005	01/09/2006	2006	275	75	A	35	NA	NA
CN06-042	Male	0	0	2005	0	2005	06/09/2006	2006	315	145	A	36	NA	NA
CN06-043	Male	CN06-F12	CN06-M10	2006	0	2006	19/07/2006	2006	265	125	J	16	39	NA
CN06-044	Female	0	0	2005	0	2005	19/07/2006	2006	215	35	A	40	57	NA
CN06-044	Female	0	0	2005	0	2005	31/08/2006	2006	225	15	A	NA	NA	NA
CN06-048	Male	CN06-040	CN06-M11	2006	0	2006	19/07/2006	2006	165	75	J	15	34	NA
CN06-048	Male	CN06-040	CN06-M11	2006	0	2006	17/08/2006	2006	175	85	J	26	NA	NA
CN06-048	Male	CN06-040	CN06-M11	2006	0	2006	31/08/2006	2006	165	75	J	27	NA	NA
CN06-048	Male	CN06-040	CN06-M11	2006	0	2006	01/09/2006	2006	165	75	J	25	NA	NA
CN06-048	Male	CN06-040	CN06-M11	2006	0	2006	21/09/2006	2006	165	55	J	28	NA	NA
CN06-048	Male	CN06-040	CN06-M11	2006	0	2006	22/09/2006	2006	155	55	J	28	NA	NA
CN06-049	Female	CN06-081	CN06-M12	2006	0	2006	20/07/2006	2006	425	125	J	22	43	NA
CN06-049	Female	CN06-081	CN06-M12	2006	0	2006	21/07/2006	2006	425	125	J	23	42	NA
CN06-050	Female	CN05-F2	CN05-M2	2005	0	2005	20/07/2006	2006	395	135	A	40	55	NA
CN06-050	Female	CN05-F2	CN05-M2	2005	0	2005	07/08/2006	2006	395	145	A	44	60	NA
CN06-050	Female	CN05-F2	CN05-M2	2005	0	2005	11/08/2006	2006	385	175	A	46	NA	NA
CN06-050	Female	CN05-F2	CN05-M2	2005	0	2005	05/09/2006	2006	395	155	A	44	NA	NA
CN06-050	Female	CN05-F2	CN05-M2	2005	0	2005	07/09/2006	2006	395	135	A	41	NA	NA
CN06-050	Female	CN05-F2	CN05-M2	2005	0	2005	08/09/2006	2006	405	135	A	NA	NA	NA
CN06-050	Female	CN05-F2	CN05-M2	2005	0	2005	28/09/2006	2006	395	155	A	45	NA	NA
CN06-050	Female	CN05-F2	CN05-M2	2005	0	2005	29/09/2006	2006	385	155	A	45	NA	NA
CN06-050	Female	CN05-F2	CN05-M2	2005	0	2005	03/10/2006	2006	405	125	A	NA	NA	NA
CN06-050	Female	CN05-F2	CN05-M2	2005	0	2005	14/06/2007	2007	375	165	A	49	61	120
CN06-050	Female	CN05-F2	CN05-M2	2005	0	2005	15/06/2007	2007	405	135	A	44	63	112
CN06-050	Female	CN05-F2	CN05-M2	2005	0	2005	13/07/2007	2007	405	135	A	43	67	119
CN06-050	Female	CN05-F2	CN05-M2	2005	0	2005	26/07/2007	2007	405	125	A	45	66	121
CN06-050	Female	CN05-F2	CN05-M2	2005	0	2005	27/07/2007	2007	375	175	A	43	64	121
CN06-050	Female	CN05-F2	CN05-M2	2005	0	2005	09/09/2007	2007	395	135	A	40	65	123
CN06-050	Female	CN05-F2	CN05-M2	2005	0	2005	10/09/2007	2007	385	195	A	40	64	116
CN06-050	Female	CN05-F2	CN05-M2	2005	0	2005	03/10/2007	2007	405	125	A	48	62	118
CN06-051	Female	0	0	2005	0	2005	20/07/2006	2006	385	125	A	46	61	NA
CN06-051	Female	0	0	2005	0	2005	21/07/2006	2006	385	135	A	44	NA	NA
CN06-051	Female	0	0	2005	0	2005	09/08/2006	2006	405	105	A	46	NA	NA
CN06-051	Female	0	0	2005	0	2005	05/09/2006	2006	365	145	A	42	NA	NA
CN06-051	Female	0	0	2005	0	2005	06/09/2006	2006	365	145	A	46	NA	NA
CN06-051	Female	0	0	2005	0	2005	07/09/2006	2006	355	115	A	48	NA	NA
CN06-052	Female	0	0	2005	0	2005	20/07/2006	2006	375	125	A	47	54	NA
CN06-052	Female	0	0	2005	0	2005	21/07/2006	2006	375	95	A	46	NA	NA
CN06-052	Female	0	0	2005	0	2005	23/08/2006	2006	335	95	A	42	NA	NA
CN06-052	Female	0	0	2005	0	2005	24/08/2006	2006	335	85	A	40	NA	NA
CN06-052	Female	0	0	2005	0	2005	08/09/2006	2006	385	105	A	43	NA	NA
CN06-052	Female	0	0	2005	0	2005	26/09/2006	2006	345	85	A	45	NA	NA
CN06-053	Female	0	0	2005	0	2005	20/07/2006	2006	335	135	A	43	57.5	NA
CN06-053	Female	0	0	2005	0	2005	21/07/2006	2006	305	125	A	42	NA	NA
CN06-053	Female	0	0	2005	0	2005	03/08/2006	2006	325	155	A	NA	NA	NA
CN06-053	Female	0	0	2005	0	2005	10/08/2006	2006	295	165	A	37	59	NA
CN06-053	Female	0	0	2005	0	2005	23/08/2006	2006	305	155	A	35	NA	NA
CN06-053	Female	0	0	2005	0	2005	24/08/2006	2006	285	135	A	36	NA	NA
CN06-053	Female	0	0	2005	0	2005	01/09/2006	2006	325	75	A	36	NA	NA
CN06-053	Female	0	0	2005	0	2005	05/09/2006	2006	425	145	A	40	NA	NA
CN06-053	Female	0	0	2005	0	2005	06/09/2006	2006	335	155	A	39	NA	NA
CN06-054	Male	CN06-104	CN06-064	2006	0	2006	20/07/2006	2006	325	125	J	22	46	NA
CN06-054	Male	CN06-104	CN06-064	2006	0	2006	21/07/2006	2006	325	125	J	25	NA	NA
CN06-055	Male	0	0	2005	0	2005	20/07/2006	2006	305	85	A	47	60	NA
CN06-055	Male	0	0	2005	0	2005	21/07/2006	2006	345	105	A	49	NA	NA
CN06-055	Male	0	0	2005	0	2005	10/08/2006	2006	385	185	A	45	NA	NA
CN06-055	Male	0	0	2005	0	2005	05/09/2006	2006	395	175	A	41	NA	NA
CN06-055	Male	0	0	2005	0	2005	06/09/2006	2006	395	185	A	40	NA	NA
CN06-055	Male	0	0	2005	0	2005	28/09/2006	2006	385	195	A	44	NA	NA
CN06-055	Male	0	0	2005	0	2005	29/09/2006	2006	385	195	A	44	NA	NA
CN06-055	Male	0	0	2005	0	2005	14/06/2007	2007	425	175	A	48	58	116
CN06-055	Male	0	0	2005	0	2005	13/07/2007	2007	335	135	A	49	58	124
CN06-055	Male	0	0	2005	0	2005	27/07/2007	2007	425	185	A	49	58	123
CN06-056	Female	0	0	2005	0	2005	20/07/2006	2006	375	105	A	36	52	NA
CN06-056	Female	0	0	2005	0	2005	21/07/2006	2006	375	105	A	35	NA	NA
CN06-056	Female	0	0	2005	0	2005	07/09/2006	2006	375	105	A	36	NA	NA
CN06-056	Female	0	0	2005	0	2005	08/09/2006	2006	365	85	A	35	NA	NA
CN06-056	Female	0	0	2005	0	2005	15/06/2007	2007	325	75	A	36	58	118
CN06-056	Female	0	0	2005	0	2005	26/07/2007	2007	365	85	A	37	61	117
CN06-058	Male	0	0	2005	0	2005	21/07/2006	2006	415	115	A	45	57	NA
CN06-058	Male	0	0	2005	0	2005	10/08/2006	2006	425	185	A	42	NA	NA
CN06-058	Male	0	0	2005	0	2005	11/08/2006	2006	425	175	A	41	NA	NA
CN06-059	Female	CN06-051	CN06-086	2006	0	2006	21/07/2006	2006	385	115	J	19	39	NA
CN06-059	Female	CN06-051	CN06-086	2006	0	2006	07/09/2006	2006	365	135	J	29	NA	NA
CN06-059	Female	CN06-051	CN06-086	2006	0	2006	08/09/2006	2006	385	125	J	27	NA	NA
CN06-059	Female	CN06-051	CN06-086	2006	0	2006	28/09/2006	2006	365	145	J	29	NA	NA
CN06-059	Female	CN06-051	CN06-086	2006	0	2006	02/10/2006	2006	365	135	J	29	NA	NA
CN06-059	Female	CN06-051	CN06-086	2006	0	2006	14/06/2007	2007	365	165	A	36	52	114
CN06-059	Female	CN06-051	CN06-086	2006	0	2006	15/06/2007	2007	375	135	A	38	57	113
CN06-059	Female	CN06-051	CN06-086	2006	0	2006	13/07/2007	2007	385	125	A	38	54	117
CN06-059	Female	CN06-051	CN06-086	2006	0	2006	14/07/2007	2007	355	155	A	42	56	112
CN06-059	Female	CN06-051	CN06-086	2006	0	2006	26/07/2007	2007	355	135	A	40	54	110
CN06-059	Female	CN06-051	CN06-086	2006	0	2006	27/07/2007	2007	375	145	A	45	56	112
CN06-059	Female	CN06-051	CN06-086	2006	0	2006	09/09/2007	2007	355	135	A	34	58	116
CN06-059	Female	CN06-051	CN06-086	2006	0	2006	10/09/2007	2007	345	155	A	38	57	114
CN06-059	Female	CN06-051	CN06-086	2006	0	2006	03/10/2007	2007	385	125	A	35	56	112
CN06-060	Male	CN06-052	CN06-085	2006	0	2006	21/07/2006	2006	375	85	J	17	40	NA
CN06-060	Male	CN06-052	CN06-085	2006	0	2006	07/09/2006	2006	375	95	J	34	NA	NA
CN06-060	Male	CN06-052	CN06-085	2006	0	2006	08/09/2006	2006	355	85	J	29	NA	NA
CN06-061	Male	0	0	2005	0	2005	21/07/2006	2006	365	95	A	40	59	NA
CN06-062	Female	0	0	2005	0	2005	21/07/2006	2006	285	45	A	51	58	NA
CN06-063	Male	0	0	2005	0	2005	21/07/2006	2006	305	65	A	50	66	NA
CN06-064	Male	0	0	2005	0	2005	21/07/2006	2006	305	85	A	48	55	NA
CN06-064	Male	0	0	2005	0	2005	03/08/2006	2006	325	165	A	NA	NA	NA
CN06-064	Male	0	0	2005	0	2005	10/08/2006	2006	305	145	A	43	NA	NA
CN06-064	Male	0	0	2005	0	2005	11/08/2006	2006	315	175	A	47	NA	NA
CN06-065	Male	CN06-F12	CN06-M10	2006	0	2006	21/07/2006	2006	285	115	J	14	39	NA
CN06-065	Male	CN06-F12	CN06-M10	2006	0	2006	23/08/2006	2006	285	85	J	28	52	NA
CN06-065	Male	CN06-F12	CN06-M10	2006	0	2006	24/08/2006	2006	295	85	J	27	NA	NA
CN06-065	Male	CN06-F12	CN06-M10	2006	0	2006	31/08/2006	2006	285	75	J	27	NA	NA
CN06-065	Male	CN06-F12	CN06-M10	2006	0	2006	27/09/2006	2006	285	55	J	32	NA	NA
CN06-065	Male	CN06-F12	CN06-M10	2006	0	2006	12/06/2007	2007	225	75	A	43	61	115
CN06-065	Male	CN06-F12	CN06-M10	2006	0	2006	13/06/2007	2007	175	85	A	40	56	114
CN06-065	Male	CN06-F12	CN06-M10	2006	0	2006	20/06/2007	2007	195	125	A	43	62	119
CN06-065	Male	CN06-F12	CN06-M10	2006	0	2006	17/07/2007	2007	235	55	A	40	62	116
CN06-065	Male	CN06-F12	CN06-M10	2006	0	2006	18/07/2007	2007	205	95	A	40	62	116
CN06-065	Male	CN06-F12	CN06-M10	2006	0	2006	13/09/2007	2007	35	55	A	38	61	112
CN06-065	Male	CN06-F12	CN06-M10	2006	0	2006	14/09/2007	2007	35	85	A	45	57	115
CN06-065	Male	CN06-F12	CN06-M10	2006	0	2006	10/06/2008	2008	45	65	A	47	64	122
CN06-065	Male	CN06-F12	CN06-M10	2006	0	2006	11/06/2008	2008	85	85	A	48	64	122
CN06-065	Male	CN06-F12	CN06-M10	2006	0	2006	10/07/2008	2008	95	45	A	49	63	123
CN06-065	Male	CN06-F12	CN06-M10	2006	0	2006	10/07/2008	2008	55	75	A	52	64	122
CN06-065	Male	CN06-F12	CN06-M10	2006	0	2006	23/07/2008	2008	45	115	A	47	68	117
